Site ID,Screening Flag,Field Sample ID,Location ID,Sample Date,Parameter Name,Report Result,Report Units,Lab Qualifier,Detected,Sample Matrix,Sample Purpose,Sample Type,Sample Time,Sample Usage Code,Latitude (Decimal),Longitude (Decimal),Filtered,Field Sample Comments,Lab Matrix,COC #,Lab Method,Report Detection Limit,% Moisture,AirNET Background Exclusion Flag,Analysis Date,Analysis Deferred,Analysis Lot ID,Analysis Run #,Analysis Subcontracted,Analysis Suite Code,Analysis Time,Analysis Type Code,Analytical Group Name,Background Comparison Class Code,Basis,Best Value,Best Value Status Code,Blank Correction,Calibration Reference ID,Composite,Composite Description,Composite Field Sample ID,Composite Type Code,Confidential,Count Duration,Count Duration Units,Critical Level (Lc),Data Steward Code,Dilution Factor,Easting,Error/Uncertainty,Estimated Detection Limit,Excavated,Expected Value,Field Filtered,Field Preparation Code,Field Sample Record Source ID,Field Sample Result Record #,Field Sample Result Record Source ID,Final Leachate pH,Full Width Half Max (FWHM),Holding Time Release Date,Initial Leachate Amount,Initial Leachate Amount Units,Initial Leachate pH,Initial Prep Amount,Initial Prep Amount Units,Instrument Detection Limit,Instrument ID,Intellus Holding Flag,Intellus Release Date,Lab Blank Sample ID,Lab Detection Limit,Lab ID,Lab Parameter Name,Lab QC Reporting Option,Lab Receipt Date,Lab Report Approved by,Lab Report Date,Lab Reporting Limit Type,Lab Result,Lab Sample ID,Lab Uncertainty,Lab Units,Last Modified Date,Leachate Extraction Fluid,Leachate Lot ID,Leachate Volume,Leachate Volume Units,Leached,Leached Date,Leached Time,Leaching Method,Location Alias,Manually Validated By,Manually Validated Date,Method Category,Method Detection Limit,Minimum Detectable Activity,Northing,Original Lab Result,Parameter Category,Parameter Code,Parameter List Modified,Phase,Port Sequence #,Preparation Basis,Preparation Date,Preparation Method,Preparation Time,Primary or Confirmatory,Project #,PRS ID,QC Batch Sequence #,Quarter,Raw Lab Result,Raw Lab Result Units,Redox Conditions Qualifier,Redox Conditions Release Date,Reducing Conditions Holding Time Flag,Released for Analysis Date,Report Estimated Detection Limit,Report Instrument Detection Limit,Report Method Detection Limit,Report Minimum Detectable Activity,Report Uncertainty,Result Type,Retention Time,Round #,Rush Turnaround Time,Sample Delivery Group (SDG),Sample Depth Units,Sample End Depth,Sample Name,Sample Prep Lot ID,Sample QC Status Code,Sample Requestor,Sample Result Comments,Sample Retrieval Date,Sample Retrieval Time,Sample Start Depth,Samplers,Sampling Company,Sampling Event,Sampling Event End Date,Sampling Event End Time,Sampling Method,Sampling Plan ID,Sampling Program,Source Filename,Standard Reference Material,Subcontracted Lab ID,Task,Third Party Landowner Holding Time Flag,Unadjusted Lab Report Limit,Unadjusted Method Detection Limit,Uncertainty Type Code,Unknown Port,Uploaded Date,Usable,Validated by,Validated Date,Validation Level Code,Validation Qualifier,Validation Reason Codes,Validation Set Type Code,Validation Status Code,Vintage Code,Visual Inspection,Voided Sample Reason Code,Web Publish Date,Work Order #,WTR Source Flow
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluorobutanesulfonic acid","6.80","ng/L",,"Y","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.60","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322993",,,,,,,,,,,,,,"1205909913","1.60","GELC","Perfluorobutane sulfonic acid (PFBS)","Standard","10-29-2024",,"11-26-2024",,"6.80","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.534",,"1773923.008","6.80","ORGANIC","375-73-5",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"753","ng/L",,,,,,,"0.534",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","NQ","NQ",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluoroheptanoic acid","2.99","ng/L",,"Y","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322994",,,,,,,,,,,,,,"1205909913","1.81","GELC","Perfluoroheptanoic acid (PFHpA)","Standard","10-29-2024",,"11-26-2024",,"2.99","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","2.99","ORGANIC","375-85-9",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"331","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","NQ","NQ",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluoro-1-heptanesulfonic acid","0.574","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.72","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322995",,,,,,,,,,,,,,"1205909913","1.72","GELC","Perfluoroheptane sulfonic acid (PFHpS)","Standard","10-29-2024",,"11-26-2024",,"0.574","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.574",,"1773923.008","0.574","ORGANIC","375-92-8",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"0.574",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluorononanoic acid","1.46","ng/L","J","Y","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322996",,,,,,,,,,,,,,"1205909913","1.81","GELC","Perfluorononanoic acid (PFNA)","Standard","10-29-2024",,"11-26-2024",,"1.46","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","1.46","ORGANIC","375-95-1",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"162","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","J","J_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluorotetradecanoic acid","0.602","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322997",,,,,,,,,,,,,,"1205909913","1.81","GELC","Perfluorotetradecanoic acid (PFTeDA)","Standard","10-29-2024",,"11-26-2024",,"0.602","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","0.602","ORGANIC","376-06-7",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluoro-3-methoxypropanoic acid","1.20","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","3.61","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322998",,,,,,,,,,,,,,"1205909913","3.61","GELC","Perfluoro-3-methoxypropanoic acid (PFMOPrA)","Standard","10-29-2024",,"11-26-2024",,"1.20","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","1.20",,"1773923.008","1.20","ORGANIC","377-73-1",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"1.20",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","1H, 1H, 2H, 2H-perfluorodecane sulfonic acid","2.31","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","6.93","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322999",,,,,,,,,,,,,,"1205909913","6.93","GELC","1H, 1H, 2H, 2H-Perfluorodecane sulfonic acid (8:2 FTS)","Standard","10-29-2024",,"11-26-2024",,"2.31","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","2.31",,"1773923.008","2.31","ORGANIC","39108-34-4",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"117","ng/L",,,,,,,"2.31",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Ethylperfluoro-1-octanesulfonamide[N-]","0.602","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18323000",,,,,,,,,,,,,,"1205909913","1.81","GELC","N-ethylperfluoro-1-octanesulfonamide (N-EtFOSA)","Standard","10-29-2024",,"11-26-2024",,"0.602","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","0.602","ORGANIC","4151-50-2",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluorononanesulfonic acid","0.581","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.74","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18323001",,,,,,,,,,,,,,"1205909913","1.74","GELC","Perfluorononane sulfonic acid (PFNS)","Standard","10-29-2024",,"11-26-2024",,"0.581","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.581",,"1773923.008","0.581","ORGANIC","68259-12-1",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"0.581",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluoroundecanoic acid","0.602","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322977",,,,,,,,,,,,,,"1205909913","1.81","GELC","Perfluoroundecanoic acid (PFUdA)","Standard","10-29-2024",,"11-26-2024",,"0.602","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","0.602","ORGANIC","2058-94-8",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"44.3","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","methyl perfluorooctanesulfonamidoacetic acid[N-] ","0.602","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322978",,,,,,,,,,,,,,"1205909913","1.81","GELC","N-methylperfluoro-1-octanesulfonamidoacetic acid","Standard","10-29-2024",,"11-26-2024",,"0.602","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","0.602","ORGANIC","2355-31-9",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Methyl perfluorooctane sulfonamidoethanol[N-]","6.02","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","18.1","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322979",,,,,,,,,,,,,,"1205909913","18.1","GELC","2-(N-methylperfluoro-1-octanesulfonamido)-ethanol (N-MeFOSE)","Standard","10-29-2024",,"11-26-2024",,"6.02","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","6.02",,"1773923.008","6.02","ORGANIC","24448-09-7",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"6.02",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluoropentanoic acid","14.4","ng/L",,"Y","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322980",,,,,,,,,,,,,,"1205909913","1.81","GELC","Perfluoropentanoic acid (PFPeA)","Standard","10-29-2024",,"11-26-2024",,"14.4","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","14.4","ORGANIC","2706-90-3",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"1590","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","NQ","NQ",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluoropentanesulfonic acid","0.566","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.70","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322981",,,,,,,,,,,,,,"1205909913","1.70","GELC","Perfluoropentane sulfonic acid (PFPeS)","Standard","10-29-2024",,"11-26-2024",,"0.566","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.566",,"1773923.008","0.566","ORGANIC","2706-91-4",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"29.7","ng/L",,,,,,,"0.566",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","1H, 1H, 2H, 2H-perfluorooctane sulfonic acid","3.31","ng/L","J","Y","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","6.86","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322982",,,,,,,,,,,,,,"1205909913","6.86","GELC","1H, 1H, 2H, 2H-Perfluorooctane sulfonic acid (6:2 FTS)","Standard","10-29-2024",,"11-26-2024",,"3.31","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","2.29",,"1773923.008","3.31","ORGANIC","27619-97-2",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"367","ng/L",,,,,,,"2.29",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","J","J_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","ethyl perfluorooctanesulfonamidoacetic acid[N-]","1.58","ng/L","J","Y","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322983",,,,,,,,,,,,,,"1205909913","1.81","GELC","N-ethylperfluoro-1-octanesulfonamidoacetic acid","Standard","10-29-2024",,"11-26-2024",,"1.58","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","1.58","ORGANIC","2991-50-6",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"175","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","J","J_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluorohexanoic acid","17.2","ng/L",,"Y","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322984",,,,,,,,,,,,,,"1205909913","1.81","GELC","Perfluorohexanoic acid (PFHxA)","Standard","10-29-2024",,"11-26-2024",,"17.2","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","17.2","ORGANIC","307-24-4",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"1900","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","NQ","NQ",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluorododecanoic acid","0.602","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322985",,,,,,,,,,,,,,"1205909913","1.81","GELC","Perfluorododecanoic acid (PFDoA)","Standard","10-29-2024",,"11-26-2024",,"0.602","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","0.602","ORGANIC","307-55-1",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Methylperfluoro-1-octanesulfonamide[N-]","0.602","ng/L","U","N","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322986",,,,,,,,,,,,,,"1205909913","1.81","GELC","N-methylperfluoro-1-octanesulfonamide (N-MeFOSA)","Standard","10-29-2024",,"11-26-2024",,"0.602","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","0.602","ORGANIC","31506-32-8",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"0.000","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","U","U_LAB",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluorooctanoic acid","3.69","ng/L",,"Y","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322987",,,,,,,,,,,,,,"1205909913","1.81","GELC","Perfluorooctanoic acid (PFOA)","Standard","10-29-2024",,"11-26-2024",,"3.69","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","3.69","ORGANIC","335-67-1",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"408","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","NQ","NQ",,"VAL",,,,"11-26-2024",,
"N3B","N","CASA-25-340615","SWA-1-2","10-24-2024","Perfluorodecanoic acid","0.923","ng/L","J","Y","W","REG","WG","09:48","INV","35.875417700000","-106.314756300000","N",,"W","N3B-2025-260","EPA:1633","1.81","100",,"11-06-2024","Y","2700612",,,,"20:32","INIT","EPA:1633_PFAS_40a",,"N","Y",,,,"N",,,,,,,,,"1.00","1621232.795",,,"N",,,"UF",,"18322988",,,,,,,,,,,,,,"1205909913","1.81","GELC","Perfluorodecanoic acid (PFDA)","Standard","10-29-2024",,"11-26-2024",,"0.923","692469010",,"ng/L","03-11-2025 09:10:39",,,,,"N",,,,"SWA-1",,,"LCMS/MS","0.602",,"1773923.008","0.923","ORGANIC","335-76-2",,,,,"11-06-2024","EPA:1633","11:25",,,,,,"102","ng/L",,,,,,,"0.602",,,"TRG","NA",,"N","692469","ft","13.17",,"2700604",,,,,,"6.03",,,"SWA-1-2 Oct MY25 Q1",,,"PP","16499","ASER-Watershed","N3B-2025-260.txt",,,,,,,,,"11-26-2024 15:03:58","Y","hwestbrook","11-26-2024 11:54:00","V2","J","J_LAB",,"VAL",,,,"11-26-2024",,
