Site ID,Screening Flag,Parameter Group,Location Group Name,Field Sample ID,Location ID,Sample Date,Parameter Name,Report Result,Report Units,Lab Qualifier,Detected,Sample Matrix,Sample Purpose,Sample Type,Sample Time,Sample Usage Code,Latitude (Decimal),Longitude (Decimal),Filtered,Field Preparation Code,Field Sample Comments,Lab Matrix,COC #,Lab Method,Report Detection Limit
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321381","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","465","mg/L",,"Y","W","REG","WT","17:05","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321380","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","359","mg/L",,"Y","W","REG","WT","17:03","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321379","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","636","mg/L",,"Y","W","REG","WT","17:01","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-319445","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","146","mg/L",,"Y","W","REG","WT","17:33","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3354","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-318689","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","250","mg/L",,"Y","W","REG","WT","17:15","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3354","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","CASA-24-313718","Sandia below Wetlands","05-15-2024","Suspended Sediment Concentration","5","mg/L","U","N","W","REG","WS","09:30","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-2979","ASTM:D3977-97","5"
"N3B","N","GEN_CHEM","StreamGages_Sandia","CASA-24-308820","Sandia below Wetlands","02-22-2024","Suspended Sediment Concentration","5","mg/L","U","N","W","PEB","WS","09:02","QC","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-1937","ASTM:D3977-97","5"
"N3B","N","GEN_CHEM","StreamGages_Sandia","CASA-24-308819","Sandia below Wetlands","02-22-2024","Suspended Sediment Concentration","5","mg/L","U","N","W","FB","WS","10:10","QC","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-1937","ASTM:D3977-97","5"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321413","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","60.4","mg/L",,"Y","W","REG","WT","23:50","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321412","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","66.5","mg/L",,"Y","W","REG","WT","23:48","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321411","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","69.5","mg/L",,"Y","W","REG","WT","23:46","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321410","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","78.5","mg/L",,"Y","W","REG","WT","23:44","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321409","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","75.6","mg/L",,"Y","W","REG","WT","23:42","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321408","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","90.8","mg/L",,"Y","W","REG","WT","23:40","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321407","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","84.6","mg/L",,"Y","W","REG","WT","23:38","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321406","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","98.1","mg/L",,"Y","W","REG","WT","23:36","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321405","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","97.1","mg/L",,"Y","W","REG","WT","23:34","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321404","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","93.7","mg/L",,"Y","W","REG","WT","23:32","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321403","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","96.0","mg/L",,"Y","W","REG","WT","23:30","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-319460","Sandia below Wetlands","06-20-2024","Suspended Sediment Concentration","61.3","mg/L",,"Y","W","REG","WT","23:55","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3610","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321402","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","17.3","mg/L",,"Y","W","REG","WT","20:11","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321401","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","21.7","mg/L",,"Y","W","REG","WT","19:51","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321399","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","31.9","mg/L",,"Y","W","REG","WT","19:11","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321398","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","36.6","mg/L",,"Y","W","REG","WT","18:51","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321397","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","49.7","mg/L",,"Y","W","REG","WT","18:31","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321396","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","62.4","mg/L",,"Y","W","REG","WT","18:11","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321395","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","90.2","mg/L",,"Y","W","REG","WT","17:51","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321394","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","148","mg/L",,"Y","W","REG","WT","17:31","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321393","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","117","mg/L",,"Y","W","REG","WT","17:29","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321392","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","167","mg/L",,"Y","W","REG","WT","17:27","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321391","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","169","mg/L",,"Y","W","REG","WT","17:25","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321390","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","183","mg/L",,"Y","W","REG","WT","17:23","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321389","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","196","mg/L",,"Y","W","REG","WT","17:21","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321388","Sandia below Wetlands","06-09-2024","Suspended Sediment Concentration","208","mg/L",,"Y","W","REG","WT","17:19","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3346","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321502","Sandia below Wetlands","07-17-2024","Suspended Sediment Concentration","617","mg/L",,"Y","W","REG","WT","18:14","INV","35.873070200000","-106.309845300000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED 325 counts ","W","N3B-2024-4192","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321501","Sandia below Wetlands","07-17-2024","Suspended Sediment Concentration","712","mg/L",,"Y","W","REG","WT","18:12","INV","35.873070200000","-106.309845300000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED 328 counts ","W","N3B-2024-4192","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321500","Sandia below Wetlands","07-17-2024","Suspended Sediment Concentration","782","mg/L",,"Y","W","REG","WT","18:10","INV","35.873070200000","-106.309845300000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED 330 counts ","W","N3B-2024-4192","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321499","Sandia below Wetlands","07-17-2024","Suspended Sediment Concentration","250","mg/L",,"Y","W","REG","WT","18:38","INV","35.873070200000","-106.309845300000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED 350 counts ","W","N3B-2024-4107","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-319532","Sandia below Wetlands","07-17-2024","Suspended Sediment Concentration","397","mg/L",,"Y","W","REG","WT","18:20","INV","35.873070200000","-106.309845300000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED 348 counts ","W","N3B-2024-4107","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-330745","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","62.3","mg/L",,"Y","W","REG","WT","15:15","INV","35.873070200000","-106.309845300000","N","UF"," Sampler enabled at 15:15, 16-July. Counts: 366","W","N3B-2024-4033","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321498","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","6.14","mg/L",,"Y","W","REG","WT","18:20","INV","35.873070200000","-106.309845300000","N","UF"," Program finished at 18:21, 16-July. Counts: 334","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321497","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","6.13","mg/L",,"Y","W","REG","WT","18:00","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 336","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321496","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","5.65","mg/L",,"Y","W","REG","WT","17:40","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 336","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321495","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","6.73","mg/L",,"Y","W","REG","WT","17:20","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 338","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321494","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","8.08","mg/L",,"Y","W","REG","WT","17:00","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 342","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321493","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","11.1","mg/L",,"Y","W","REG","WT","16:40","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 342","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321492","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","15.2","mg/L",,"Y","W","REG","WT","16:20","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 350","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321491","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","20.1","mg/L",,"Y","W","REG","WT","16:00","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 350","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321490","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","29.2","mg/L",,"Y","W","REG","WT","15:40","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 335","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321489","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","26.7","mg/L",,"Y","W","REG","WT","15:38","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 336","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321488","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","27.3","mg/L",,"Y","W","REG","WT","15:36","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 338","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321487","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","29.4","mg/L",,"Y","W","REG","WT","15:34","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 336","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321486","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","31.5","mg/L",,"Y","W","REG","WT","15:32","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 337","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321485","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","31.6","mg/L",,"Y","W","REG","WT","15:30","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 336","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321484","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","35.3","mg/L",,"Y","W","REG","WT","15:28","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 338","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321483","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","37.0","mg/L",,"Y","W","REG","WT","15:26","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 336","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321482","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","38.3","mg/L",,"Y","W","REG","WT","15:24","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 335","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321481","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","41.2","mg/L",,"Y","W","REG","WT","15:22","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 336","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321480","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","44.4","mg/L",,"Y","W","REG","WT","15:20","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 335","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321479","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","51.1","mg/L",,"Y","W","REG","WT","15:18","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 336","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321478","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","52.8","mg/L",,"Y","W","REG","WT","15:16","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 336","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321477","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","61.3","mg/L",,"Y","W","REG","WT","15:14","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 336","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321476","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","63.9","mg/L",,"Y","W","REG","WT","15:12","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 335","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321475","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","65.6","mg/L",,"Y","W","REG","WT","15:10","INV","35.873070200000","-106.309845300000","N","UF"," Sampler enabled at 15:10, 16-July. Counts: 339","W","N3B-2024-4034","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-319517","Sandia below Wetlands","07-16-2024","Suspended Sediment Concentration","35.0","mg/L",,"Y","W","REG","WT","15:33","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 359","W","N3B-2024-4033","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-330724","Sandia below Wetlands","06-29-2024","Suspended Sediment Concentration","35.5","mg/L",,"Y","W","REG","WT","19:55","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 354","W","N3B-2024-3754","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321474","Sandia below Wetlands","06-29-2024","Suspended Sediment Concentration","78.6","mg/L",,"Y","W","REG","WT","23:00","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 330","W","N3B-2024-3754","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321473","Sandia below Wetlands","06-29-2024","Suspended Sediment Concentration","14.8","mg/L",,"Y","W","REG","WT","22:40","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 330","W","N3B-2024-3754","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321472","Sandia below Wetlands","06-29-2024","Suspended Sediment Concentration","13.8","mg/L",,"Y","W","REG","WT","22:20","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 330","W","N3B-2024-3754","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321471","Sandia below Wetlands","06-29-2024","Suspended Sediment Concentration","12.7","mg/L",,"Y","W","REG","WT","22:00","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 331","W","N3B-2024-3754","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321470","Sandia below Wetlands","06-29-2024","Suspended Sediment Concentration","14.9","mg/L",,"Y","W","REG","WT","21:40","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 330","W","N3B-2024-3754","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321469","Sandia below Wetlands","06-29-2024","Suspended Sediment Concentration","19.4","mg/L",,"Y","W","REG","WT","21:20","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 334","W","N3B-2024-3754","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","CASA-24-330775","Sandia below Wetlands","07-23-2024","Specific Conductance","322","uS/cm",,"Y","W","REG","WS","08:40","INV","35.873070200000","-106.309845300000","Y","F",,"W","N3B-2024-4207","EPA:120.1","1.00"
"N3B","N","GEN_CHEM","StreamGages_Sandia","CASA-24-330775","Sandia below Wetlands","07-23-2024","Total Dissolved Solids","244","mg/L",,"Y","W","REG","WS","08:40","INV","35.873070200000","-106.309845300000","Y","F",,"W","N3B-2024-4207","EPA:160.1","10.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","CASA-25-340490","Sandia below Wetlands","10-28-2024","Suspended Sediment Concentration","5.0","mg/L","U","N","W","FB","WS","09:20","QC","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2025-286","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","CASA-25-340390","Sandia below Wetlands","10-28-2024","Suspended Sediment Concentration","5.0","mg/L","U","N","W","REG","WS","09:20","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2025-286","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321432","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","24.2","mg/L",,"Y","W","REG","WT","21:04","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3658","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321431","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","25.6","mg/L",,"Y","W","REG","WT","21:02","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3658","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321430","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","22.7","mg/L",,"Y","W","REG","WT","21:00","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3658","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321429","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","25.5","mg/L",,"Y","W","REG","WT","20:58","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3658","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321428","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","28.0","mg/L",,"Y","W","REG","WT","20:56","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3658","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321427","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","18.0","mg/L",,"Y","W","REG","WT","21:18","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3657","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321426","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","8.84","mg/L",,"Y","W","REG","WT","02:40","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321425","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","9.38","mg/L",,"Y","W","REG","WT","02:20","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321424","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","9.47","mg/L",,"Y","W","REG","WT","02:00","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321423","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","12.1","mg/L",,"Y","W","REG","WT","01:40","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321422","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","14.9","mg/L",,"Y","W","REG","WT","01:20","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321421","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","19.5","mg/L",,"Y","W","REG","WT","01:00","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321420","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","27.3","mg/L",,"Y","W","REG","WT","00:40","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-321419","Sandia below Wetlands","06-21-2024","Suspended Sediment Concentration","37.8","mg/L",,"Y","W","REG","WT","00:20","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3615","ASTM:D3977-97","5.0"
