Site ID,Screening Flag,Parameter Group,Location Group Name,Field Sample ID,Location ID,Sample Date,Parameter Name,Report Result,Report Units,Lab Qualifier,Detected,Sample Matrix,Sample Purpose,Sample Type,Sample Time,Sample Usage Code,Latitude (Decimal),Longitude (Decimal),Filtered,Field Preparation Code,Field Sample Comments,Lab Matrix,COC #,Lab Method,Report Detection Limit
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Lead","0.678","ug/L","J","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","2.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Lead","236","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","20.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Selenium","15.0","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","50.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Selenium","1.50","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","5.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Manganese","19.2","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","10.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Zinc","6.77","ug/L","J","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","20.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323300","Sandia above SR-4","09-17-2024","Temperature","4","deg C",,"Y","W","REG","WT","14:36","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 325","W","N3B-2024-5092","EPA:170.0",
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323294","Sandia above SR-4","09-17-2024","Temperature","4","deg C",,"Y","W","REG","WT","14:34","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 325","W","N3B-2024-5092","EPA:170.0",
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Potassium","19.9","mg/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","2.5"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323288","Sandia above SR-4","09-17-2024","Temperature","4","deg C",,"Y","W","REG","WT","14:30","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:170.0",
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Potassium","2.95","mg/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","0.25"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Manganese","2900","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","100"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Aluminum","867","ug/L","N","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","50.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Aluminum","64900","ug/L","N","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","500"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323324","Sandia above SR-4","09-17-2024","Aluminum","1400","ug/L","N","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","F10u"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","50.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Hardness","130","mg/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","SM:A2340B","12.4"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323342","Sandia above SR-4","09-17-2024","Alkalinity-CO3","0.725","mg/L","U","N","W","REG","WT","14:28","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 334","W","N3B-2024-5092","EPA:310.1","2.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Zinc","306","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","200"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Iron","276","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","100"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Iron","27900","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","1000"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Hardness","14.0","mg/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","SM:A2340B","1.24"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323342","Sandia above SR-4","09-17-2024","Temperature","4","deg C",,"Y","W","REG","WT","14:28","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 334","W","N3B-2024-5092","EPA:170.0",
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323336","Sandia above SR-4","09-17-2024","Temperature","4","deg C",,"Y","W","REG","WT","14:28","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 334","W","N3B-2024-5092","EPA:170.0",
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323324","Sandia above SR-4","09-17-2024","Temperature","4","deg C",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","F10u"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:170.0",
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323336","Sandia above SR-4","09-17-2024","Dissolved Organic Carbon","15.5","mg/L",,"Y","W","REG","WT","14:28","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 334","W","N3B-2024-5092","EPA:415.1","1.00"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Temperature","4","deg C",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:170.0",
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323306","Sandia above SR-4","09-17-2024","Temperature","4","deg C",,"Y","W","REG","WT","14:38","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 324","W","N3B-2024-5092","EPA:170.0",
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Chromium","66.7","ug/L","J","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","100"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Chromium","3.00","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","10.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Sodium","6.86","mg/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","3"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Sodium","0.561","mg/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","0.3"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Temperature","4","deg C",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:170.0",
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Beryllium","0.200","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","0.500"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Beryllium","12.2","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","5.00"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323330","Sandia above SR-4","09-17-2024","Suspended Sediment Concentration","4050","mg/L",,"Y","W","REG","WT","14:40","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 322","W","N3B-2024-5090","ASTM:D3977-97","5.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Calcium","4.74","mg/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","0.2"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Calcium","34.9","mg/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","2"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Vanadium","1.03","ug/L","J","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","5.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Antimony","10.0","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","30.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Antimony","1.00","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","3.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Thallium","0.600","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","2.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Thallium","6.00","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","20.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Silver","3.00","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","10.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Silver","0.300","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","1.00"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323342","Sandia above SR-4","09-17-2024","Acidity or Alkalinity of a solution","6.88","SU","H","Y","W","REG","WT","14:28","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 334","W","N3B-2024-5092","EPA:150.1","0.100"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Cobalt","19.9","ug/L","J","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","50.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323342","Sandia above SR-4","09-17-2024","Alkalinity-HCO3","24.4","mg/L",,"Y","W","REG","WT","14:28","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 334","W","N3B-2024-5092","EPA:310.1","2.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Cobalt","1.00","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","5.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Uranium","0.128","ug/L","J","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","0.200"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Uranium","5.63","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","2.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Mercury","0.137","ug/L","J","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:245.2","0.200"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Mercury","0.0670","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:245.2","0.200"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Vanadium","46.5","ug/L","J","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","50.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Nickel","30.4","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","20.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Nickel","1.08","ug/L","J","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","2.00"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Magnesium","0.533","mg/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","0.3"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Magnesium","10.3","mg/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","3"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Cadmium","9.00","ug/L","J","Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","10.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Cadmium","0.300","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","1.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Copper","51.0","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","20.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Copper","2.21","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","2.00"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_GSM-24-323342","Sandia above SR-4","09-17-2024","Alkalinity-CO3+HCO3","24.4","mg/L",,"Y","W","REG","WT","14:28","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 334","W","N3B-2024-5092","EPA:310.1","2.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Boron","150","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","500"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Arsenic","20.0","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","50.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Arsenic","2.00","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.8","5.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Barium","13.2","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","5.00"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323318","Sandia above SR-4","09-17-2024","Barium","828","ug/L",,"Y","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","N","UF"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","50.0"
"N3B","N","METALS","StreamGages_Sandia","WT_GSM-24-323312","Sandia above SR-4","09-17-2024","Boron","15.0","ug/L","U","N","W","REG","WT","14:32","INV","35.859067400000","-106.226188900000","Y","F"," SAMPLE COLLECTED SAMPLE RETRIEVED Counts: 329","W","N3B-2024-5092","EPA:200.7","50.0"
"N3B","N","METALS","StreamGages_Sandia","CASA-25-340490","Sandia below Wetlands","10-28-2024","Manganese","2.00","ug/L","U","N","W","FB","WS","09:20","QC","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2025-285","SW-846:6010D","10.0"
"N3B","N","METALS","StreamGages_Sandia","CASA-24-313718","Sandia below Wetlands","05-15-2024","Manganese","33.9","ug/L",,"Y","W","REG","WS","09:30","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-2951","SW-846:6010D","10.0"
"N3B","N","METALS","StreamGages_Sandia","CASA-24-313719","Sandia below Wetlands","05-15-2024","Manganese","26.5","ug/L",,"Y","W","REG","WS","09:30","INV","35.873070200000","-106.309845300000","Y","F",,"W","N3B-2024-2951","SW-846:6010D","10.0"
"N3B","N","METALS","StreamGages_Sandia","CASA-24-308820","Sandia below Wetlands","02-22-2024","Manganese","2.00","ug/L","U","N","W","PEB","WS","09:02","QC","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-1935","SW-846:6010D","10.0"
"N3B","N","METALS","StreamGages_Sandia","CASA-24-308819","Sandia below Wetlands","02-22-2024","Manganese","2.00","ug/L","U","N","W","FB","WS","10:10","QC","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-1935","SW-846:6010D","10.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-319712","Sandia below Wetlands","06-29-2024","Temperature","5","deg C",,"Y","W","REG","WT","20:03","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 360","W","N3B-2024-3753","EPA:170.0",
"N3B","N","METALS","StreamGages_Sandia","CASA-25-340391","Sandia below Wetlands","10-28-2024","Manganese","23.6","ug/L",,"Y","W","REG","WS","09:20","INV","35.873070200000","-106.309845300000","Y","F",,"W","N3B-2025-285","SW-846:6010D","10.0"
"N3B","N","METALS","StreamGages_Sandia","CASA-25-340390","Sandia below Wetlands","10-28-2024","Manganese","28.4","ug/L",,"Y","W","REG","WS","09:20","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2025-285","SW-846:6010D","10.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-319604","Sandia below Wetlands","06-29-2024","Temperature","5","deg C",,"Y","W","REG","WT","20:03","INV","35.873070200000","-106.309845300000","Y","F"," Counts: 360","W","N3B-2024-3753","EPA:170.0",
"N3B","N","METALS","StreamGages_Sandia","WT_LAP-24-318905","Sandia below Wetlands","06-09-2024","Manganese","44.2","ug/L",,"Y","W","REG","WT","17:25","INV","35.873070200000","-106.309845300000","Y","F",,"W","N3B-2024-3352","EPA:200.7","10.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-318848","Sandia below Wetlands","06-29-2024","Temperature","5","deg C",,"Y","W","REG","WT","19:57","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 355","W","N3B-2024-3753","EPA:170.0",
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-319388","Sandia below Wetlands","06-29-2024","Temperature","5","deg C",,"Y","W","REG","WT","20:05","INV","35.873070200000","-106.309845300000","N","F10u"," Counts: 355","W","N3B-2024-3753","EPA:170.0",
"N3B","N","METALS","StreamGages_Sandia","CASA-24-330775","Sandia below Wetlands","07-23-2024","Manganese","93.9","ug/L",,"Y","W","REG","WS","08:40","INV","35.873070200000","-106.309845300000","Y","F",,"W","N3B-2024-4207","SW-846:6010D","10.0"
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-318956","Sandia below Wetlands","06-29-2024","Temperature","5","deg C",,"Y","W","REG","WT","20:05","INV","35.873070200000","-106.309845300000","Y","F"," Counts: 355","W","N3B-2024-3753","EPA:170.0",
"N3B","N","GEN_CHEM","StreamGages_Sandia","WT_LAP-24-319064","Sandia below Wetlands","06-29-2024","Temperature","5","deg C",,"Y","W","REG","WT","20:05","INV","35.873070200000","-106.309845300000","N","UF"," Counts: 355","W","N3B-2024-3753","EPA:170.0",
"N3B","N","METALS","StreamGages_Sandia","CASA-24-330774","Sandia below Wetlands","07-23-2024","Manganese","108","ug/L",,"Y","W","REG","WS","08:40","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-4207","SW-846:6010D","10.0"
"N3B","N","METALS","StreamGages_Sandia","WT_LAP-24-319013","Sandia below Wetlands","06-09-2024","Manganese","406","ug/L",,"Y","W","REG","WT","17:25","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3352","EPA:200.7","10.0"
"N3B","N","METALS","StreamGages_Sandia","WT_LAP-24-318920","Sandia below Wetlands","06-21-2024","Manganese","18.3","ug/L",,"Y","W","REG","WT","00:05","INV","35.873070200000","-106.309845300000","Y","F",,"W","N3B-2024-3607","EPA:200.7","10.0"
"N3B","N","METALS","StreamGages_Sandia","WT_LAP-24-318941","Sandia below Wetlands","06-21-2024","Manganese","11.5","ug/L",,"Y","W","REG","WT","21:10","INV","35.873070200000","-106.309845300000","Y","F",,"W","N3B-2024-3656","EPA:200.7","10.0"
"N3B","N","METALS","StreamGages_Sandia","WT_LAP-24-319028","Sandia below Wetlands","06-21-2024","Manganese","199","ug/L",,"Y","W","REG","WT","00:05","INV","35.873070200000","-106.309845300000","N","UF",,"W","N3B-2024-3607","EPA:200.7","10.0"
